date,AM_PM,levelcode,pressure_mb,height_m,tmpc,dwpc,drct,speed_kts,bearing,range_sm
9/2/19,PM,6,106,16154,M,M,265,53,62,40
9/2/19,PM,5,104,16273,-59.9,-78.9,M,M,M,M
9/2/19,PM,5,102,16394,-58.1,-77.1,M,M,M,M
9/2/19,PM,4,100,16530,-57.9,-76.9,270,40,63,41
9/2/19,PM,6,91.8,17068,M,M,285,36,64,42
9/2/19,PM,5,91,17120,-59.7,-78.7,M,M,M,M
9/2/19,PM,6,87.4,17373,M,M,295,24,64,42
9/2/19,PM,5,86.4,17445,-57.9,-77.9,M,M,M,M
9/2/19,PM,5,79.8,17942,-60.3,-78.3,M,M,M,M
9/2/19,PM,6,79.3,17983,M,M,265,29,65,43
9/2/19,PM,5,75.9,18255,-57.9,-77.9,M,M,M,M
9/2/19,PM,6,75.5,18288,M,M,250,26,65,43
9/2/19,PM,6,72,18592,M,M,280,22,65,44
9/2/19,PM,4,70,18770,-57.7,-75.7,275,21,65,44
9/2/19,PM,5,69,18861,-56.9,-74.9,M,M,M,M
9/2/19,PM,6,68.6,18897,M,M,255,21,66,44
9/2/19,PM,5,62.8,19452,-59.3,-76.3,M,M,M,M
9/2/19,PM,6,56.5,20116,M,M,300,18,66,45
9/2/19,PM,5,54.7,20323,-55.1,-73.1,M,M,M,M
9/2/19,PM,5,50.7,20805,-56.5,-74.5,M,M,M,M
9/2/19,PM,4,50,20900,-56.3,-73.3,245,5,67,46
9/2/19,PM,6,49,21031,M,M,215,11,67,46
9/2/19,PM,5,46.9,21307,-54.5,-72.5,M,M,M,M
9/2/19,PM,6,46.7,21336,M,M,245,6,67,46
9/2/19,PM,6,44.5,21640,M,M,80,1,66,46
9/2/19,PM,5,43,21859,-56.3,-73.3,M,M,M,M
9/2/19,PM,5,40.6,22224,-54.5,-72.5,M,M,M,M
9/2/19,PM,6,31.9,23774,M,M,20,4,67,46
9/2/19,PM,5,30.7,24014,-53.3,-71.3,M,M,M,M
9/2/19,PM,9,1003,94,21,18.4,160,8,0,0
9/2/19,PM,4,1000,126,20.6,18.1,160,8,339,0
9/2/19,PM,5,983,272,19.2,17.3,M,M,M,M
9/2/19,PM,6,979.3,304,M,M,180,11,348,0
9/2/19,PM,5,962,456,19.4,16.3,M,M,M,M
9/2/19,PM,6,945.2,609,M,M,245,12,16,0
9/2/19,PM,4,925,797,17.2,15.5,250,14,32,0
9/2/19,PM,6,912.3,914,M,M,255,16,40,0
9/2/19,PM,6,880.1,1219,M,M,270,21,56,0
9/2/19,PM,4,850,1514,12.6,11.2,275,23,68,1
9/2/19,PM,5,842,1593,11.8,10.8,M,M,M,M
9/2/19,PM,6,818.4,1828,M,M,280,23,76,1
9/2/19,PM,6,788.8,2133,M,M,275,19,80,1
9/2/19,PM,5,768,2354,8.8,5.6,M,M,M,M
9/2/19,PM,6,760.2,2438,M,M,275,21,82,2
9/2/19,PM,5,741,2648,6.6,4.5,M,M,M,M
9/2/19,PM,5,733,2737,6.2,3.9,M,M,M,M
9/2/19,PM,6,732.5,2743,M,M,275,22,84,2
9/2/19,PM,5,727,2804,6.2,2.2,M,M,M,M
9/2/19,PM,5,717,2917,5.4,0.7,M,M,M,M
9/2/19,PM,6,706.1,3048,M,M,275,21,85,2
9/2/19,PM,4,700,3123,3.8,1,275,21,86,2
9/2/19,PM,5,695,3181,3.4,1.2,M,M,M,M
9/2/19,PM,5,685,3298,2.6,-0.1,M,M,M,M
9/2/19,PM,5,676,3404,1.6,0.5,M,M,M,M
9/2/19,PM,6,654.8,3657,M,M,270,25,87,3
9/2/19,PM,6,606.5,4267,M,M,260,29,86,4
9/2/19,PM,5,599,4366,-3.3,-5.3,M,M,M,M
9/2/19,PM,6,583.5,4572,M,M,250,32,85,4
9/2/19,PM,5,581,4606,-5.1,-7.9,M,M,M,M
9/2/19,PM,6,561.2,4876,M,M,250,34,84,5
9/2/19,PM,5,543,5132,-8.3,-10.4,M,M,M,M
9/2/19,PM,5,534,5261,-9.3,-18.3,M,M,M,M
9/2/19,PM,5,527,5363,-10.1,-14.6,M,M,M,M
9/2/19,PM,5,524,5407,-10.5,-16.5,M,M,M,M
9/2/19,PM,6,518.6,5486,M,M,260,37,82,6
9/2/19,PM,5,517,5510,-10.9,-16.9,M,M,M,M
9/2/19,PM,5,503,5719,-13.1,-25.1,M,M,M,M
9/2/19,PM,4,500,5780,-13.3,-24.3,255,40,81,7
9/2/19,PM,6,479.5,6096,M,M,255,42,81,8
9/2/19,PM,5,479,6104,-15.3,-25.3,M,M,M,M
9/2/19,PM,5,455,6489,-17.9,-27.9,M,M,M,M
9/2/19,PM,5,447,6621,-18.9,-32.9,M,M,M,M
9/2/19,PM,5,421,7063,-22.3,-34.3,M,M,M,M
9/2/19,PM,4,400,7440,-24.5,-40.5,250,47,78,11
9/2/19,PM,5,393,7568,-24.7,-43.7,M,M,M,M
9/2/19,PM,6,390.2,7620,M,M,250,49,78,11
9/2/19,PM,5,386,7698,-25.7,-39.7,M,M,M,M
9/2/19,PM,5,370,8003,-27.7,-39.7,M,M,M,M
9/2/19,PM,5,365,8100,-28.1,-44.1,M,M,M,M
9/2/19,PM,5,353,8338,-29.9,-48.9,M,M,M,M
9/2/19,PM,6,328.7,8839,M,M,235,62,74,15
9/2/19,PM,6,314.7,9144,M,M,240,62,73,16
9/2/19,PM,4,300,9480,-39.1,-56.1,240,65,72,17
9/2/19,PM,5,299,9503,-39.3,-56.3,M,M,M,M
9/2/19,PM,5,287,9781,-41.7,-51.7,M,M,M,M
9/2/19,PM,5,255,10570,-47.7,-60.7,M,M,M,M
9/2/19,PM,4,250,10700,-48.7,-57.7,235,75,69,22
9/2/19,PM,5,246,10805,-49.7,-57.7,M,M,M,M
9/2/19,PM,5,216,11644,-54.9,-64.9,M,M,M,M
9/2/19,PM,6,207.9,11887,M,M,235,82,66,27
9/2/19,PM,5,207,11914,-56.9,-65.9,M,M,M,M
9/2/19,PM,4,200,12140,-57.3,-70.3,240,74,66,28
9/2/19,PM,5,188,12532,-54.7,-75.7,M,M,M,M
9/2/19,PM,5,183,12704,-54.7,-77.7,M,M,M,M
9/2/19,PM,5,180,12810,-54.1,-79.1,M,M,M,M
9/2/19,PM,5,173,13063,-54.5,-81.5,M,M,M,M
9/2/19,PM,5,167,13289,-53.7,-84.7,M,M,M,M
9/2/19,PM,4,150,13980,-54.7,-83.7,245,57,65,35
9/2/19,PM,5,146,14152,-54.7,-82.7,M,M,M,M
9/2/19,PM,6,142.1,14326,M,M,250,55,65,36
9/2/19,PM,6,129,14935,M,M,245,53,65,37
9/2/19,PM,5,128,14983,-59.1,-88.1,M,M,M,M
9/2/19,PM,6,122.9,15240,M,M,265,61,65,38
9/2/19,PM,5,122,15284,-57.3,-86.3,M,M,M,M
9/2/19,PM,5,118,15494,-58.1,-86.1,M,M,M,M
9/2/19,PM,5,110,15935,-57.5,-85.5,M,M,M,M
9/2/19,PM,5,108,16050,-57.9,-85.9,M,M,M,M
9/2/19,PM,5,104,16288,-56.5,-85.5,M,M,M,M
9/2/19,PM,4,100,16540,-58.5,-86.5,265,38,67,42
9/2/19,PM,5,93.8,16943,-56.5,-85.5,M,M,M,M
9/2/19,PM,6,87.6,17373,M,M,245,27,67,43
9/2/19,PM,5,86.5,17455,-57.3,-85.3,M,M,M,M
9/2/19,PM,5,83.9,17647,-59.1,-88.1,M,M,M,M
9/2/19,PM,6,83.5,17678,M,M,270,33,67,44
9/2/19,PM,5,79.3,18001,-57.1,-86.1,M,M,M,M
9/2/19,PM,6,75.8,18288,M,M,260,23,68,45
9/2/19,PM,5,73.9,18445,-58.5,-86.5,M,M,M,M
9/2/19,PM,6,72.2,18592,M,M,245,20,68,45
9/2/19,PM,4,70,18790,-57.9,-85.9,265,25,68,45
9/2/19,PM,6,68.8,18897,M,M,270,24,68,45
9/2/19,PM,5,67.8,18991,-57.1,-86.1,M,M,M,M
9/2/19,PM,6,65.6,19202,M,M,265,20,68,46
9/2/19,PM,5,65.1,19247,-58.5,-86.5,M,M,M,M
9/2/19,PM,6,62.5,19507,M,M,285,16,68,46
9/2/19,PM,5,58.4,19933,-55.5,-84.5,M,M,M,M
9/2/19,PM,6,56.7,20116,M,M,220,15,68,47
9/2/19,PM,5,55.3,20278,-57.7,-86.7,M,M,M,M
9/2/19,PM,4,50,20920,-53.9,-82.9,280,9,68,47
9/2/19,PM,5,49.9,20933,-53.7,-82.7,M,M,M,M
9/2/19,PM,6,49.1,21031,M,M,265,12,68,47
9/2/19,PM,5,48.3,21141,-55.3,-83.3,M,M,M,M
9/2/19,PM,6,46.8,21336,M,M,285,10,68,47
9/2/19,PM,6,44.7,21640,M,M,230,13,68,48
9/2/19,PM,5,44.6,21650,-53.3,-82.3,M,M,M,M
9/2/19,PM,6,40.6,22250,M,M,250,2,68,48
9/2/19,PM,5,36.8,22881,-54.3,-83.3,M,M,M,M
9/2/19,PM,4,30,24200,-51.5,-81.5,145,7,68,48
9/2/19,PM,6,29.2,24384,M,M,165,8,68,48
9/2/19,PM,5,26.8,24932,-50.3,-81.3,M,M,M,M
9/2/19,PM,6,26.6,24993,M,M,190,13,67,48
9/2/19,PM,4,20,26840,-51.3,-83.3,145,4,66,48
9/2/19,PM,5,19.3,27071,-51.5,-83.5,M,M,M,M
9/2/19,PM,6,18.3,27432,M,M,330,5,66,48
9/2/19,PM,5,17.3,27784,-48.7,-81.7,M,M,M,M
9/2/19,PM,5,14.9,28762,-48.9,-82.9,M,M,M,M
9/2/19,PM,5,13.1,29608,-47.1,-82.1,M,M,M,M
9/2/19,PM,6,11.5,30480,M,M,220,10,67,49
9/2/19,PM,5,11.2,30656,-41.3,-78.3,M,M,M,M
9/2/19,PM,5,10.8,30902,-42.5,-78.5,M,M,M,M
9/2/19,PM,5,10.3,31223,-40.7,-77.7,M,M,M,M
9/2/19,PM,4,10,31430,-41.3,-78.3,110,9,66,49
9/2/19,PM,6,9.2,32004,M,M,195,8,66,49
9/2/19,PM,5,8.9,32219,-41.1,-78.1,M,M,M,M
9/3/19,AM,9,1003,94,21.6,18.8,0,0,0,0
9/3/19,AM,4,1000,124,20.8,17.4,295,3,146,0
9/3/19,AM,5,998,141,20.6,17.2,M,M,M,M
9/3/19,AM,5,980,297,20.4,15.4,M,M,M,M
9/3/19,AM,6,979.2,304,M,M,295,16,115,0
9/3/19,AM,6,945.2,609,M,M,295,23,115,0
9/3/19,AM,4,925,795,16.8,11.8,300,25,115,0
9/3/19,AM,6,912.1,914,M,M,295,27,116,0
9/3/19,AM,5,908,952,16,10,M,M,M,M
9/3/19,AM,6,879.6,1219,M,M,270,24,111,1
9/3/19,AM,5,877,1244,14,10.5,M,M,M,M
9/3/19,AM,5,868,1331,14.4,9.5,M,M,M,M
9/3/19,AM,4,850,1512,13,8.8,275,22,106,1
9/3/19,AM,6,818.3,1828,M,M,275,19,104,1
9/3/19,AM,5,814,1872,10.4,7.5,M,M,M,M
9/3/19,AM,6,788.5,2133,M,M,275,23,103,2
9/3/19,AM,6,759.8,2438,M,M,275,21,102,2
9/3/19,AM,6,732.1,2743,M,M,265,20,100,3
9/3/19,AM,5,722,2857,5.8,-0.2,M,M,M,M
9/3/19,AM,4,700,3119,3.8,-2.2,270,23,99,3
9/3/19,AM,6,654.6,3657,M,M,265,27,96,4
9/3/19,AM,5,654,3664,-0.5,-3.5,M,M,M,M
9/3/19,AM,5,645,3774,-0.3,-5.1,M,M,M,M
9/3/19,AM,5,621,4076,-2.1,-8.1,M,M,M,M
9/3/19,AM,5,615,4152,-2.1,-10.1,M,M,M,M
9/3/19,AM,5,607,4256,-2.7,-12.7,M,M,M,M
9/3/19,AM,6,606.1,4267,M,M,275,30,95,5
9/3/19,AM,5,564,4832,-6.7,-15.7,M,M,M,M
9/3/19,AM,6,560.8,4876,M,M,275,32,95,6
9/3/19,AM,5,558,4915,-7.1,-21.1,M,M,M,M
9/3/19,AM,5,552,4999,-7.7,-18.7,M,M,M,M
9/3/19,AM,5,545,5098,-8.3,-20.3,M,M,M,M
9/3/19,AM,5,540,5169,-8.7,-17.7,M,M,M,M
9/3/19,AM,6,539.2,5181,M,M,280,32,95,6
9/3/19,AM,5,535,5241,-8.9,-18.9,M,M,M,M
9/3/19,AM,5,507,5653,-12.3,-20.3,M,M,M,M
9/3/19,AM,5,502,5728,-12.5,-22.5,M,M,M,M
9/3/19,AM,4,500,5770,-12.9,-22.9,270,35,95,7
9/3/19,AM,5,488,5954,-14.5,-26.5,M,M,M,M
9/3/19,AM,6,478.9,6096,M,M,270,42,95,8
9/3/19,AM,5,478,6110,-15.3,-35.3,M,M,M,M
9/3/19,AM,5,425,6985,-21.3,-45.3,M,M,M,M
9/3/19,AM,5,412,7213,-23.3,-56.3,M,M,M,M
9/3/19,AM,6,406.3,7315,M,M,255,42,91,11
9/3/19,AM,4,400,7430,-24.9,-54.9,255,42,91,11
9/3/19,AM,6,389.5,7620,M,M,250,44,90,12
9/3/19,AM,5,350,8383,-32.7,-55.7,M,M,M,M
9/3/19,AM,6,313.9,9144,M,M,245,54,84,15
9/3/19,AM,4,300,9460,-41.1,-61.1,245,54,83,16
9/3/19,AM,5,267,10239,-47.3,-64.3,M,M,M,M
9/3/19,AM,4,250,10670,-49.9,-65.9,240,65,79,20
9/3/19,AM,6,238.6,10972,M,M,240,68,78,21
9/3/19,AM,5,221,11466,-54.3,-68.3,M,M,M,M
9/3/19,AM,4,200,12110,-54.5,-74.5,245,65,75,25
9/3/19,AM,5,196,12239,-53.9,-76.9,M,M,M,M
9/3/19,AM,5,177,12890,-54.9,-85.9,M,M,M,M
9/3/19,AM,5,169,13185,-53.9,-86.9,M,M,M,M
9/3/19,AM,6,163.1,13411,M,M,255,71,74,30
9/3/19,AM,4,150,13950,-54.5,-87.5,265,62,74,32
9/3/19,AM,5,144,14211,-54.7,-86.7,M,M,M,M
9/3/19,AM,5,136,14576,-53.9,-86.9,M,M,M,M
9/3/19,AM,6,134.8,14630,M,M,265,49,75,34
9/3/19,AM,6,122.5,15240,M,M,265,49,75,36
9/3/19,AM,5,121,15318,-57.5,-89.5,M,M,M,M
9/3/19,AM,6,111.2,15849,M,M,270,57,76,38
9/3/19,AM,5,111,15862,-56.7,-88.7,M,M,M,M
9/3/19,AM,6,106,16154,M,M,275,40,76,38
9/3/19,AM,5,105,16215,-55.1,-87.1,M,M,M,M
9/3/19,AM,4,100,16530,-57.5,-89.5,245,28,76,39
9/3/19,AM,5,88.1,17322,-60.7,-91.7,M,M,M,M
9/3/19,AM,5,80.8,17860,-59.3,-90.3,M,M,M,M
9/3/19,AM,5,76.2,18226,-60.3,-91.3,M,M,M,M
9/3/19,AM,6,75.4,18288,M,M,270,35,76,42
9/3/19,AM,5,74.9,18333,-57.9,-89.9,M,M,M,M
9/3/19,AM,6,71.9,18592,M,M,300,29,77,43
9/3/19,AM,4,70,18760,-58.3,-89.3,295,27,77,43
9/3/19,AM,5,68.3,18914,-58.5,-89.5,M,M,M,M
9/3/19,AM,6,65.3,19202,M,M,290,23,77,43
9/3/19,AM,5,65.2,19207,-56.1,-88.1,M,M,M,M
9/3/19,AM,6,62.2,19507,M,M,230,14,77,44
9/3/19,AM,5,61.4,19586,-58.5,-89.5,M,M,M,M
9/3/19,AM,5,59.5,19784,-57.3,-89.3,M,M,M,M
9/3/19,AM,6,59.2,19812,M,M,255,15,77,44
9/3/19,AM,6,56.4,20116,M,M,275,15,77,44
9/3/19,AM,5,55.9,20177,-57.9,-89.9,M,M,M,M
9/3/19,AM,5,54.9,20291,-56.5,-88.5,M,M,M,M
9/3/19,AM,6,53.8,20421,M,M,245,13,77,44
9/3/19,AM,5,53.1,20501,-57.7,-89.7,M,M,M,M
9/3/19,AM,6,51.2,20726,M,M,275,15,77,45
9/3/19,AM,5,51,20756,-56.1,-88.1,M,M,M,M
9/3/19,AM,4,50,20890,-56.3,-88.3,275,15,77,45
9/3/19,AM,6,48.9,21031,M,M,305,12,78,45
9/3/19,AM,6,46.6,21336,M,M,290,5,78,45
9/3/19,AM,5,43.1,21831,-55.9,-87.9,M,M,M,M
9/3/19,AM,5,41.8,22026,-54.3,-87.3,M,M,M,M
9/3/19,AM,6,36.7,22860,M,M,0,0,78,45
9/3/19,AM,5,33.1,23517,-54.5,-87.5,M,M,M,M
9/3/19,AM,5,32.2,23694,-53.1,-86.1,M,M,M,M
9/3/19,AM,5,30.1,24126,-54.5,-87.5,M,M,M,M
9/3/19,AM,4,30,24150,-54.3,-87.3,230,6,78,45
9/3/19,AM,6,28.9,24384,M,M,285,5,78,45
9/3/19,AM,6,25.1,25298,M,M,55,15,79,45
9/3/19,AM,5,24.5,25453,-51.3,-85.3,M,M,M,M
9/3/19,AM,6,23.9,25603,M,M,65,10,79,45
9/3/19,AM,6,22.8,25908,M,M,50,11,79,45
9/3/19,AM,5,21.8,26208,-52.1,-85.1,M,M,M,M
9/3/19,AM,6,21.8,26212,M,M,80,10,79,45
9/3/19,AM,5,20.5,26607,-50.1,-84.1,M,M,M,M
9/3/19,AM,4,20,26780,-50.1,-84.1,60,11,79,44
9/3/19,AM,6,18.1,27432,M,M,115,14,79,44
9/3/19,AM,5,17.4,27683,-51.9,-84.9,M,M,M,M
9/3/19,AM,6,17.3,27736,M,M,165,12,79,44
9/3/19,AM,5,16.3,28109,-48.1,-82.1,M,M,M,M
9/3/19,AM,6,15.7,28346,M,M,145,2,78,44
9/3/19,AM,5,15,28658,-45.9,-80.9,M,M,M,M
9/3/19,AM,5,13.5,29355,-47.1,-82.1,M,M,M,M
9/3/19,AM,5,11.7,30305,-44.5,-80.5,M,M,M,M
9/3/19,AM,6,11.4,30480,M,M,360,9,78,43
9/3/19,AM,5,10.1,31280,-47.9,-82.9,M,M,M,M
9/3/19,AM,4,10,31350,-47.5,-82.5,120,9,79,43
9/3/19,AM,5,8.8,32202,-42.5,-78.5,M,M,M,M
9/3/19,AM,5,7.3,33458,-43.3,-79.3,M,M,M,M
9/3/19,AM,6,7.2,33528,M,M,105,5,78,42
9/3/19,AM,4,7,33750,-42.1,-78.1,315,6,78,42
9/3/19,AM,6,6.9,33832,M,M,345,9,78,42
9/3/19,AM,5,6.8,33946,-41.9,-77.9,M,M,M,M
9/3/19,AM,9,1005,94,17.6,14.3,290,2,0,0
9/3/19,AM,4,1000,142,17.2,13.9,305,10,116,0
9/3/19,AM,5,996,176,17,13.4,M,M,M,M
9/3/19,AM,5,989,236,17.8,12.8,M,M,M,M
9/3/19,AM,6,981.1,304,M,M,315,22,128,0
9/3/19,AM,5,964,454,18,11,M,M,M,M
9/3/19,AM,6,946.7,609,M,M,335,17,139,0
9/3/19,AM,4,925,808,15.8,9.8,325,16,142,0
9/3/19,AM,6,913.4,914,M,M,340,13,143,0
9/3/19,AM,5,913,918,15,9,M,M,M,M
9/3/19,AM,5,892,1113,13.2,9.2,M,M,M,M
9/3/19,AM,6,880.7,1219,M,M,315,11,144,0
9/3/19,AM,5,867,1350,11.6,7.6,M,M,M,M
9/3/19,AM,5,856,1456,11.2,5.2,M,M,M,M
9/3/19,AM,4,850,1520,10.8,5.9,325,8,143,1
9/3/19,AM,6,849.6,1524,M,M,315,8,143,1
9/3/19,AM,5,840,1618,10,5.6,M,M,M,M
9/3/19,AM,5,828,1737,10,4,M,M,M,M
9/3/19,AM,6,818.9,1828,M,M,330,14,143,1
9/3/19,AM,5,801,2010,8.2,3.7,M,M,M,M
9/3/19,AM,6,789.1,2133,M,M,295,18,141,1
9/3/19,AM,5,771,2323,7.6,2.9,M,M,M,M
9/3/19,AM,6,760.2,2438,M,M,275,24,134,1
9/3/19,AM,5,748,2571,6,2.3,M,M,M,M
9/3/19,AM,5,739,2670,5.8,0.8,M,M,M,M
9/3/19,AM,6,732.5,2743,M,M,265,22,127,2
9/3/19,AM,4,700,3118,2,-1.7,270,21,120,2
9/3/19,AM,5,687,3268,1,-3.2,M,M,M,M
9/3/19,AM,5,664,3540,0,-5,M,M,M,M
9/3/19,AM,6,654.3,3657,M,M,260,28,113,3
9/3/19,AM,5,653,3673,0.4,-10.6,M,M,M,M
9/3/19,AM,5,632,3933,-1.9,-7.9,M,M,M,M
9/3/19,AM,6,629.7,3962,M,M,265,32,108,3
9/3/19,AM,5,610,4213,-3.1,-17.1,M,M,M,M
9/3/19,AM,6,605.8,4267,M,M,255,25,105,4
9/3/19,AM,5,604,4291,-3.5,-14.5,M,M,M,M
9/3/19,AM,5,591,4462,-4.3,-17.3,M,M,M,M
9/3/19,AM,5,588,4502,-4.3,-24.3,M,M,M,M
9/3/19,AM,5,578,4637,-4.7,-36.7,M,M,M,M
9/3/19,AM,6,560.6,4876,M,M,270,26,101,4
9/3/19,AM,5,551,5010,-8.1,-29.1,M,M,M,M
9/3/19,AM,5,501,5741,-11.9,-50.9,M,M,M,M
9/3/19,AM,4,500,5770,-12.1,-50.1,285,18,100,5
9/3/19,AM,6,498.6,5791,M,M,285,18,100,5
9/3/19,AM,6,478.8,6096,M,M,280,20,100,6
9/3/19,AM,5,451,6547,-18.3,-55.3,M,M,M,M
9/3/19,AM,4,400,7430,-25.7,-42.7,270,28,99,8
9/3/19,AM,5,397,7484,-26.3,-42.3,M,M,M,M
9/3/19,AM,6,389.5,7620,M,M,265,29,98,8
9/3/19,AM,5,364,8103,-31.5,-48.5,M,M,M,M
9/3/19,AM,5,351,8359,-33.1,-55.1,M,M,M,M
9/3/19,AM,5,341,8561,-34.9,-52.9,M,M,M,M
9/3/19,AM,5,315,9108,-39.1,-58.1,M,M,M,M
9/3/19,AM,6,313.3,9144,M,M,260,41,94,11
9/3/19,AM,5,304,9350,-41.1,-54.1,M,M,M,M
9/3/19,AM,4,300,9440,-41.9,-55.9,260,40,93,11
9/3/19,AM,6,299.6,9448,M,M,260,39,93,11
9/3/19,AM,5,282,9855,-45.3,-57.3,M,M,M,M
9/3/19,AM,6,273.5,10058,M,M,245,54,91,13
9/3/19,AM,5,270,10143,-47.7,-54.7,M,M,M,M
9/3/19,AM,5,266,10241,-48.5,-55.5,M,M,M,M
9/3/19,AM,5,260,10391,-48.9,-61.9,M,M,M,M
9/3/19,AM,5,254,10544,-49.5,-66.5,M,M,M,M
9/3/19,AM,4,250,10650,-50.3,-66.3,250,56,88,14
9/3/19,AM,5,225,11333,-51.9,-69.9,M,M,M,M
9/3/19,AM,5,220,11479,-49.1,-72.1,M,M,M,M
9/3/19,AM,5,215,11629,-49.1,-80.1,M,M,M,M
9/3/19,AM,4,200,12110,-51.3,-83.3,265,48,86,19
9/3/19,AM,5,199,12142,-51.5,-83.5,M,M,M,M
9/3/19,AM,6,197.5,12192,M,M,260,44,86,19
9/3/19,AM,5,197,12207,-51.1,-83.1,M,M,M,M
9/3/19,AM,5,185,12613,-52.3,-85.3,M,M,M,M
9/3/19,AM,5,180,12790,-51.7,-83.7,M,M,M,M
9/3/19,AM,5,165,13349,-54.3,-86.3,M,M,M,M
9/3/19,AM,6,163.4,13411,M,M,265,66,85,23
9/3/19,AM,5,158,13626,-53.9,-86.9,M,M,M,M
9/3/19,AM,4,150,13960,-54.7,-86.7,275,59,85,24
9/3/19,AM,6,141.6,14326,M,M,270,42,86,25
9/3/19,AM,5,138,14490,-55.9,-86.9,M,M,M,M
9/3/19,AM,6,128.6,14935,M,M,275,56,86,27
9/3/19,AM,5,124,15163,-59.3,-89.3,M,M,M,M
9/3/19,AM,6,122.5,15240,M,M,280,53,86,28
9/3/19,AM,5,112,15802,-57.3,-89.3,M,M,M,M
9/3/19,AM,6,111.2,15849,M,M,290,42,87,30
9/3/19,AM,5,106,16149,-57.9,-89.9,M,M,M,M
9/3/19,AM,5,102,16390,-59.3,-90.3,M,M,M,M
9/3/19,AM,4,100,16520,-59.1,-90.1,255,48,87,31
9/3/19,AM,5,96.3,16755,-60.3,-90.3,M,M,M,M
9/3/19,AM,5,90.1,17169,-59.7,-90.7,M,M,M,M
9/3/19,AM,5,85.3,17512,-57.3,-89.3,M,M,M,M
9/3/19,AM,6,79.1,17983,M,M,260,41,86,35
9/3/19,AM,6,75.4,18288,M,M,270,26,86,35
9/3/19,AM,5,73.2,18474,-58.5,-89.5,M,M,M,M
9/3/19,AM,5,72.1,18569,-57.1,-89.1,M,M,M,M
9/3/19,AM,6,71.8,18592,M,M,245,16,86,36
9/3/19,AM,4,70,18760,-57.7,-89.7,235,18,86,36
9/3/19,AM,6,68.5,18897,M,M,235,19,86,36
9/3/19,AM,6,65.2,19202,M,M,270,25,86,36
9/3/19,AM,6,62.1,19507,M,M,260,27,86,37
9/3/19,AM,5,60.9,19631,-60.1,-91.1,M,M,M,M
9/3/19,AM,6,59.2,19812,M,M,270,31,86,37
9/3/19,AM,6,56.4,20116,M,M,280,17,86,38
9/3/19,AM,5,55,20270,-56.5,-88.5,M,M,M,M
9/3/19,AM,4,50,20880,-57.5,-89.5,255,7,86,38
9/3/19,AM,6,46.5,21336,M,M,190,2,86,38
9/3/19,AM,5,44.8,21572,-57.1,-89.1,M,M,M,M
9/3/19,AM,6,42.2,21945,M,M,210,14,85,38
9/3/19,AM,5,42.2,21952,-53.9,-86.9,M,M,M,M
9/3/19,AM,6,40.3,22250,M,M,0,0,85,38
9/3/19,AM,5,38.4,22554,-55.7,-87.7,M,M,M,M
9/3/19,AM,5,32.8,23559,-53.9,-86.9,M,M,M,M
9/3/19,AM,5,30.2,24086,-55.7,-87.7,M,M,M,M
9/3/19,AM,4,30,24140,-55.5,-87.5,45,7,86,38
9/3/19,AM,6,28.9,24384,M,M,75,6,86,38
9/3/19,AM,5,26.1,25031,-52.5,-85.5,M,M,M,M
9/3/19,AM,6,25,25298,M,M,180,13,86,38
9/3/19,AM,5,24.8,25360,-53.3,-86.3,M,M,M,M
9/3/19,AM,4,20,26750,-50.5,-84.5,165,7,84,38
9/3/19,AM,5,19.1,27050,-49.9,-83.9,M,M,M,M
9/3/19,AM,6,18,27432,M,M,5,5,84,38
9/3/19,AM,6,17.2,27736,M,M,0,0,84,38
9/3/19,AM,5,15.9,28245,-49.9,-83.9,M,M,M,M
9/3/19,AM,6,14.9,28651,M,M,50,11,85,37
9/3/19,AM,5,13.9,29127,-47.1,-82.1,M,M,M,M
9/3/19,AM,6,13.6,29260,M,M,40,16,85,37
9/3/19,AM,5,12.1,30038,-49.3,-83.3,M,M,M,M
9/3/19,AM,6,11.3,30480,M,M,60,7,86,36
9/3/19,AM,5,10.4,31036,-45.5,-80.5,M,M,M,M
9/3/19,AM,6,10.3,31089,M,M,260,1,86,37
9/3/19,AM,4,10,31310,-44.9,-79.9,20,11,86,37
9/3/19,AM,6,9.4,31699,M,M,75,18,87,36
9/3/19,AM,5,9.3,31793,-45.5,-80.5,M,M,M,M
9/3/19,AM,6,8.2,32613,M,M,95,13,87,36
9/3/19,AM,5,8.1,32717,-42.5,-78.5,M,M,M,M
9/3/19,PM,9,1007,94,14.6,13,0,0,0,0
9/3/19,PM,4,1000,157,14.8,11.7,290,4,144,0
9/3/19,PM,5,990,242,16.6,10.6,M,M,M,M
9/3/19,PM,6,982.7,304,M,M,300,10,118,0
9/3/19,PM,6,947.8,609,M,M,325,19,129,0
9/3/19,PM,5,928,787,13.8,10.7,M,M,M,M
9/3/19,PM,4,925,819,14,10.8,320,16,134,0
9/3/19,PM,6,914.6,914,M,M,315,14,134,0
9/3/19,PM,5,891,1133,13.2,7.2,M,M,M,M
9/3/19,PM,6,881.9,1219,M,M,315,18,134,0
9/3/19,PM,6,850.5,1524,M,M,325,18,136,1
9/3/19,PM,4,850,1529,10.4,6.1,325,18,136,1
9/3/19,PM,5,841,1617,9.8,5.6,M,M,M,M
9/3/19,PM,6,819.7,1828,M,M,305,17,135,1
9/3/19,PM,6,789.8,2133,M,M,300,18,133,1
